,tuổi,Phần Trăm
0,1998,14.285714285714286
1,1995,10.714285714285714
2,1990,10.714285714285714
3,2000,10.714285714285714
4,2001,10.714285714285714
5,1997,7.142857142857143
6,1999,7.142857142857143
7,1991,7.142857142857143
8,1992,3.5714285714285716
9,1984,3.5714285714285716
10,1993,3.5714285714285716
11,1994,3.5714285714285716
12,1983,3.5714285714285716
13,1987,3.5714285714285716
